IS_top_5_league,Based_rich_nation,Is_top_ranked_nation,EU_National,Caps,Apps,Age,Reputation,Is_top_prev_club,Last_Transfer_Fee,Salary
0,1,2,1,0.005,0.30663329161451813,0.3214285714285714,0.5849246231155779,0,0,1031000.0
0,1,1,0,0.005,0.20150187734668337,0.25,0.6296482412060301,0,0,1031000.0
0,0,1,1,0.12,0.2878598247809762,0.4642857142857143,0.6189949748743718,0,0,1031000.0
1,1,2,1,0.0,0.04630788485607009,0.0357142857142857,0.592964824120603,0,0,1030000.0
1,1,0,1,0.195,0.2202753441802253,0.25,0.679497487437186,0,0,1030000.0
1,1,2,1,0.0,0.13516896120150187,0.2142857142857143,0.6773869346733669,0,0,1030000.0
1,1,2,1,0.0,0.2928660826032541,0.3928571428571429,0.6080402010050251,0,0,1030000.0
1,1,2,0,0.095,0.4668335419274093,0.5357142857142857,0.6679396984924623,0,0,1030000.0
1,1,0,0,0.195,0.19274092615769714,0.3571428571428571,0.6758793969849246,0,0,1030000.0
1,1,1,1,0.0,0.13516896120150187,0.1785714285714286,0.6869346733668341,0,0,1030000.0
1,1,1,1,0.01,0.10262828535669587,0.1785714285714286,0.7225125628140704,0,0,1030000.0
1,1,1,1,0.0,0.2928660826032541,0.2857142857142857,0.6177889447236181,0,0,1030000.0
1,1,0,1,0.015,0.08760951188986232,0.25,0.6130653266331658,0,0,1030000.0
1,1,2,0,0.025,0.311639549436796,0.3928571428571429,0.6648241206030151,0,0,1030000.0
1,1,1,1,0.005,0.1902377972465582,0.1785714285714286,0.6683417085427136,0,0,1030000.0
0,1,0,0,0.25,0.3541927409261577,0.5357142857142857,0.49728643216080404,0,0,1029000.0
0,0,1,0,0.24,0.24155193992490614,0.3214285714285714,0.6804020100502512,0,0,1028000.0
0,0,0,0,0.135,0.4718397997496871,0.6071428571428571,0.592964824120603,0,0,1027000.0
0,0,0,0,0.305,0.4330413016270338,0.4642857142857143,0.624321608040201,0,0,1027000.0
0,0,1,1,0.0,0.3053817271589487,0.3571428571428571,0.5971859296482412,0,0,1027000.0
0,0,1,1,0.005,0.30037546933667086,0.4285714285714285,0.6262311557788944,0,0,1025000.0
0,1,0,0,0.35000000000000003,0.4655819774718398,0.6785714285714285,0.5228140703517588,0,0,1024000.0
0,1,0,0,0.14,0.1939924906132666,0.3928571428571429,0.5226130653266332,0,0,1024000.0
0,0,2,1,0.025,0.2978723404255319,0.4642857142857143,0.6490452261306533,0,0,1024000.0
0,1,0,0,0.19,0.1414267834793492,0.2857142857142857,0.5348743718592964,0,0,1024000.0
0,0,0,0,0.135,0.35544430538172717,0.3928571428571429,0.5883417085427135,0,0,1024000.0
0,0,0,0,0.155,0.15644555694618273,0.25,0.605929648241206,0,0,1023000.0
0,0,1,0,0.095,0.1939924906132666,0.2142857142857143,0.6842211055276382,0,0,1022000.0
0,1,0,0,0.225,0.2853566958698373,0.5714285714285715,0.4974874371859296,0,0,1021000.0
0,1,0,0,0.145,0.22903629536921152,0.4285714285714285,0.4998994974874372,0,0,1021000.0
0,0,1,0,0.035,0.061326658322903634,0.1428571428571429,0.7236180904522613,0,0,1021000.0
0,0,0,0,0.0,0.10888610763454318,0.3928571428571429,0.5534673366834171,0,0,1020000.0
0,1,0,0,0.035,0.07133917396745933,0.3214285714285714,0.5268341708542713,0,0,1018000.0
0,0,2,1,0.005,0.2640801001251564,0.25,0.7241206030150754,0,0,1018000.0
1,1,2,0,0.0,0.13266583229036297,0.1785714285714286,0.6884422110552764,0,0,1017000.0
0,0,2,1,0.0,0.12015018773466835,0.25,0.6305527638190954,0,0,1017000.0
0,0,1,0,0.335,0.4468085106382979,0.5357142857142857,0.6769849246231155,0,0,1016000.0
1,1,2,1,0.0,0.3404255319148936,0.25,0.6783919597989949,0,0,1016000.0
0,0,1,0,0.155,0.3667083854818523,0.4642857142857143,0.6787939698492462,0,0,1016000.0
0,1,0,0,0.145,0.18773466833541927,0.3928571428571429,0.5477386934673367,0,0,1015000.0
0,1,0,0,0.135,0.2127659574468085,0.4285714285714285,0.5477386934673367,0,0,1015000.0
0,0,2,1,0.01,0.2265331664580726,0.2857142857142857,0.683819095477387,0,0,1014000.0
0,0,2,1,0.0,0.29161451814768463,0.3928571428571429,0.7194974874371859,0,0,1014000.0
0,0,2,0,0.03,0.5882352941176471,0.7142857142857143,0.6773869346733669,0,0,1013000.0
1,1,0,1,0.31,0.4518147684605757,0.4285714285714285,0.6991959798994974,0,0,1013000.0
0,0,1,0,0.28500000000000003,0.49687108886107634,0.5714285714285715,0.6736683417085427,0,0,1012000.0
0,1,1,1,0.1,0.31038798498122655,0.4999999999999999,0.6528643216080402,0,0,1012000.0
0,1,1,1,0.0,0.5356695869837297,0.5357142857142857,0.678894472361809,0,0,1011000.0
0,0,2,1,0.34500000000000003,0.609511889862328,0.6785714285714285,0.5821105527638191,0,0,1011000.0
0,0,1,1,0.05,0.43178973717146435,0.4642857142857143,0.6725628140703518,0,0,1011000.0
0,0,2,0,0.05,0.6170212765957447,0.6428571428571429,0.7226130653266332,0,0,1010000.0
0,0,2,1,0.12,0.5819774718397998,0.6785714285714285,0.6445226130653267,0,0,1010000.0
0,0,2,0,0.0,0.36295369211514394,0.4285714285714285,0.6575879396984925,0,0,1010000.0
0,1,0,0,0.095,0.1113892365456821,0.25,0.5418090452261306,0,0,1007000.0
0,0,1,1,0.0,0.06758448060075094,0.25,0.6602010050251256,0,0,1004000.0
0,0,1,0,0.0,0.2565707133917397,0.4642857142857143,0.5527638190954773,0,0,1001000.0
0,1,1,0,0.085,0.2102628285356696,0.3214285714285714,0.6013065326633166,0,0,1001000.0
0,0,0,1,0.05,0.1639549436795995,0.1428571428571429,0.6487437185929649,0,0,1001000.0
1,1,0,1,0.145,0.15269086357947434,0.1785714285714286,0.5879396984924623,0,0,1001000.0
1,1,0,1,0.005,0.27784730913642053,0.4285714285714285,0.6521608040201005,0,0,1000000.0
1,1,0,1,0.0,0.20650813516896122,0.25,0.6194974874371859,0,0,1000000.0
1,1,1,1,0.12,0.2565707133917397,0.3214285714285714,0.6934673366834171,0,0,1000000.0
0,0,2,0,0.0,0.1939924906132666,0.25,0.6393969849246232,0,0,1000000.0
0,0,1,0,0.275,0.327909887359199,0.5357142857142857,0.5482412060301507,0,0,1000000.0
0,0,0,1,0.17500000000000002,0.2828535669586984,0.3928571428571429,0.6476381909547738,0,0,1000000.0
0,0,0,0,0.21,0.39549436795994997,0.4642857142857143,0.6294472361809045,0,0,1000000.0
1,1,0,0,0.35000000000000003,0.36795994993742176,0.4999999999999999,0.689748743718593,0,0,999000.0
1,1,2,1,0.0,0.2878598247809762,0.3214285714285714,0.6911557788944723,1,0,999000.0
0,0,0,1,0.05,0.1702127659574468,0.2857142857142857,0.6121608040201005,0,0,997000.0
1,1,2,1,0.0,0.21401752190237797,0.2857142857142857,0.6962814070351758,0,0,997000.0
0,1,0,1,0.02,0.28035043804755944,0.3571428571428571,0.5655276381909548,0,0,997000.0
1,1,2,1,0.0,0.1639549436795995,0.2857142857142857,0.6635175879396985,0,0,997000.0
0,1,0,1,0.0,0.11514392991239049,0.25,0.5771859296482412,0,0,997000.0
0,1,1,1,0.055,0.5794743429286608,0.6428571428571429,0.6482412060301508,0,0,997000.0
1,1,1,1,0.0,0.5794743429286608,0.6071428571428571,0.6492462311557788,0,0,997000.0
1,1,0,1,0.07,0.26282853566958697,0.3214285714285714,0.6582914572864321,0,0,997000.0
0,1,1,1,0.055,0.3942428035043805,0.4642857142857143,0.5991959798994975,0,0,997000.0
1,1,1,1,0.0,0.20775969962453067,0.3571428571428571,0.6343718592964824,0,0,997000.0
0,1,1,1,0.0,0.5081351689612015,0.5357142857142857,0.5598994974874372,0,0,997000.0
0,1,2,1,0.0,0.27909887359199,0.4285714285714285,0.5728643216080402,0,0,997000.0
0,0,1,0,0.5700000000000001,0.4831038798498123,0.5714285714285715,0.6454271356783919,0,0,997000.0
1,1,1,1,0.0,0.2365456821026283,0.2857142857142857,0.6315577889447236,0,0,997000.0
1,1,1,1,0.0,0.07759699624530664,0.1785714285714286,0.5879396984924623,0,0,997000.0
1,1,1,1,0.02,0.23153942428035043,0.2142857142857143,0.6314572864321608,0,0,997000.0
0,0,2,0,0.0,0.14017521902377972,0.3571428571428571,0.6381909547738693,0,0,997000.0
0,0,1,1,0.035,0.4192740926157697,0.4642857142857143,0.6288442211055276,0,0,997000.0
1,1,1,1,0.005,0.311639549436796,0.3214285714285714,0.6539698492462311,0,0,997000.0
1,1,1,1,0.0,0.15644555694618273,0.3571428571428571,0.6582914572864321,0,0,997000.0
1,1,2,1,0.0,0.1739674593241552,0.2142857142857143,0.6004020100502513,0,0,997000.0
1,1,1,1,0.0,0.18648310387984982,0.2857142857142857,0.630854271356784,0,0,997000.0
1,1,1,1,0.0,0.12390488110137672,0.2857142857142857,0.6306532663316583,0,0,997000.0
0,0,1,0,0.01,0.2978723404255319,0.3214285714285714,0.6392964824120603,0,0,997000.0
0,1,2,0,0.0,0.24155193992490614,0.4999999999999999,0.594070351758794,0,0,997000.0
1,1,2,1,0.0,0.1414267834793492,0.1428571428571429,0.6019095477386934,0,0,997000.0
0,0,2,1,0.0,0.0362953692115144,0.0714285714285714,0.5552763819095478,0,0,997000.0
0,0,2,1,0.0,0.43429286608260326,0.4285714285714285,0.5734673366834171,0,0,997000.0
0,0,2,1,0.0,0.07884856070087609,0.0714285714285714,0.5879396984924623,0,0,997000.0
0,1,2,1,0.0,0.4230287859824781,0.5357142857142857,0.5736683417085428,0,0,997000.0
0,1,2,1,0.0,0.2002503128911139,0.4642857142857143,0.6240201005025126,0,0,997000.0
0,1,1,1,0.045,0.4192740926157697,0.4999999999999999,0.6465326633165829,0,0,997000.0
1,1,1,1,0.0,0.2765957446808511,0.3214285714285714,0.6457286432160804,0,0,997000.0
1,1,1,1,0.0,0.2853566958698373,0.4642857142857143,0.6276381909547739,0,0,997000.0
0,0,1,1,0.0,0.2978723404255319,0.3214285714285714,0.650251256281407,0,0,997000.0
1,1,1,1,0.0,0.2903629536921152,0.3928571428571429,0.6488442211055276,0,0,997000.0
1,1,1,1,0.09,0.13391739674593242,0.2857142857142857,0.6173869346733668,0,0,997000.0
1,1,1,1,0.0,0.2202753441802253,0.3571428571428571,0.6321608040201004,0,0,997000.0
1,1,1,1,0.0,0.42928660826032544,0.5714285714285715,0.6331658291457286,0,0,997000.0
0,1,1,1,0.03,0.46808510638297873,0.6071428571428571,0.6240201005025126,0,0,997000.0
0,0,1,1,0.165,0.2903629536921152,0.4642857142857143,0.6020100502512563,0,0,995000.0
0,1,0,0,0.045,0.07759699624530664,0.1785714285714286,0.5479396984924623,0,0,994000.0
0,1,0,0,0.01,0.09261576971214018,0.25,0.5618090452261306,0,0,994000.0
0,1,0,0,0.085,0.1414267834793492,0.3214285714285714,0.5478391959798995,0,0,994000.0
0,0,0,0,0.03,0.16020025031289112,0.2142857142857143,0.6262311557788944,0,0,993000.0
0,1,0,0,0.025,0.17521902377972465,0.3928571428571429,0.5503517587939698,0,0,993000.0
1,1,2,1,0.0,0.5269086357947435,0.6071428571428571,0.6801005025125628,0,0,993000.0
0,1,2,1,0.0,0.17271589486858574,0.1785714285714286,0.6834170854271356,0,0,993000.0
0,0,0,0,0.02,0.22903629536921152,0.2857142857142857,0.6209045226130653,0,0,993000.0
0,0,0,0,0.015,0.32040050062578224,0.3928571428571429,0.6151758793969849,0,0,993000.0
0,1,0,0,0.06,0.18898623279098875,0.5357142857142857,0.4974874371859296,0,0,992000.0
0,1,0,0,0.01,0.18898623279098875,0.3928571428571429,0.5044221105527638,0,0,992000.0
0,1,0,0,0.045,0.17521902377972465,0.2142857142857143,0.5152763819095477,0,0,992000.0
0,1,0,0,0.045,0.13516896120150187,0.3214285714285714,0.49718592964824115,0,0,992000.0
0,1,0,0,0.11,0.1476846057571965,0.4642857142857143,0.49849246231155775,0,0,992000.0
0,1,0,0,0.04,0.20901126408010012,0.4285714285714285,0.4974874371859296,0,0,992000.0
0,0,1,0,0.03,0.15644555694618273,0.3571428571428571,0.6849246231155779,0,0,992000.0
0,1,0,1,0.01,0.21777221526908636,0.3571428571428571,0.5728643216080402,0,0,989000.0
0,1,1,0,0.05,0.2002503128911139,0.25,0.5771859296482412,0,0,989000.0
0,0,0,0,0.02,0.23529411764705882,0.2857142857142857,0.6314572864321608,0,0,988000.0
0,0,2,1,0.0,0.1964956195244055,0.2857142857142857,0.5992964824120602,0,0,988000.0
0,0,0,0,0.01,0.17772215269086358,0.2142857142857143,0.6262311557788944,0,0,988000.0
0,0,0,0,0.02,0.13016270337922403,0.1785714285714286,0.6126633165829146,0,0,988000.0
0,0,1,0,0.065,0.1677096370463079,0.2142857142857143,0.6012060301507538,0,0,988000.0
1,1,2,1,0.005,0.1214017521902378,0.2142857142857143,0.6683417085427136,1,0,986000.0
1,1,2,1,0.0,0.3091364205256571,0.4285714285714285,0.6985929648241206,0,0,984000.0
1,1,1,1,0.08,0.12640801001251564,0.2857142857142857,0.6721608040201005,0,0,984000.0
0,0,2,1,0.0,0.2615769712140175,0.3571428571428571,0.6196984924623116,0,0,984000.0
0,0,2,1,0.005,0.2503128911138924,0.2857142857142857,0.6494472361809045,0,0,984000.0
0,0,0,1,0.24,0.27784730913642053,0.4642857142857143,0.6080402010050251,0,0,984000.0
0,1,0,1,0.215,0.19274092615769714,0.3571428571428571,0.6222110552763819,0,0,984000.0
0,1,0,0,0.02,0.11389236545682103,0.4642857142857143,0.4472361809045226,0,0,982000.0
0,0,0,0,0.08,0.2853566958698373,0.3214285714285714,0.6101507537688442,0,0,981000.0
0,1,1,1,0.0,0.19774718397997498,0.1785714285714286,0.637286432160804,0,0,981000.0
0,1,2,1,0.0,0.16270337922403005,0.2142857142857143,0.633467336683417,0,0,981000.0
0,1,2,1,0.0,0.056320400500625784,0.0714285714285714,0.634572864321608,0,0,981000.0
0,1,2,0,0.0,0.29662077596996245,0.4285714285714285,0.6385929648241206,0,0,981000.0
0,1,0,0,0.015,0.08886107634543179,0.2142857142857143,0.56643216080402,0,0,980000.0
0,1,0,0,0.015,0.16270337922403005,0.3571428571428571,0.5509547738693468,0,0,980000.0
1,1,2,1,0.0,0.10763454317897372,0.1785714285714286,0.6768844221105528,0,0,978000.0
1,1,1,1,0.11,0.3667083854818523,0.4999999999999999,0.671859296482412,0,0,978000.0
0,1,1,1,0.06,0.28660826032540676,0.4642857142857143,0.6,1,0,977000.0
0,1,0,1,0.025,0.16270337922403005,0.25,0.6050251256281407,0,0,975000.0
0,0,1,0,0.02,0.3717146433041302,0.4642857142857143,0.5943718592964824,0,0,975000.0
0,0,1,0,0.155,0.4668335419274093,0.5357142857142857,0.6575879396984925,0,0,975000.0
1,1,2,1,0.065,0.6608260325406758,0.7857142857142857,0.6694472361809045,0,0,975000.0
0,0,2,0,0.07,0.40175219023779724,0.5714285714285715,0.6733668341708543,0,0,974000.0
1,1,2,1,0.0,0.41551939924906134,0.5714285714285715,0.6289447236180904,0,0,973000.0
1,1,0,0,0.035,0.09887359198998749,0.2142857142857143,0.6614070351758794,0,0,972000.0
0,0,1,0,0.04,0.2265331664580726,0.25,0.5951758793969849,0,0,972000.0
0,0,1,0,0.47000000000000003,0.40300375469336674,0.5714285714285715,0.5527638190954773,0,0,971000.0
0,0,1,0,0.24,0.3254067584480601,0.4285714285714285,0.6538693467336684,0,0,971000.0
0,1,0,1,0.17,0.36295369211514394,0.3928571428571429,0.5644221105527638,0,0,970000.0
0,0,0,0,0.03,0.15394242803504382,0.2142857142857143,0.6060301507537689,0,0,970000.0
0,1,2,0,0.0,0.41051314142678347,0.4642857142857143,0.5577889447236181,0,0,970000.0
0,1,1,1,0.055,0.17271589486858574,0.2857142857142857,0.6258291457286432,0,0,970000.0
0,0,0,0,0.08,0.22778473091364207,0.25,0.6747738693467337,0,0,970000.0
0,1,0,1,0.15,0.4230287859824781,0.3928571428571429,0.5995979899497488,0,0,970000.0
0,0,2,0,0.0,0.18523153942428036,0.2857142857142857,0.6062311557788944,0,0,970000.0
0,1,2,0,0.0,0.21526908635794745,0.3214285714285714,0.612462311557789,0,0,970000.0
0,0,1,0,0.065,0.28660826032540676,0.2857142857142857,0.6516582914572864,0,0,970000.0
1,1,2,0,0.0,0.36295369211514394,0.5714285714285715,0.7204020100502513,0,0,970000.0
0,1,2,0,0.0,0.574468085106383,0.4999999999999999,0.5649246231155779,0,0,970000.0
1,1,2,0,0.0,0.4918648310387985,0.4999999999999999,0.5628140703517588,0,0,970000.0
0,0,0,1,0.31,0.41301627033792243,0.4642857142857143,0.6685427135678392,0,0,970000.0
0,0,2,1,0.0,0.2590738423028786,0.5357142857142857,0.6281407035175879,0,0,969000.0
0,0,0,1,0.0,0.4430538172715895,0.4285714285714285,0.58643216080402,0,0,969000.0
1,1,2,0,0.0,0.058823529411764705,0.1071428571428571,0.557889447236181,0,0,969000.0
0,0,1,0,0.01,0.46057571964956195,0.4642857142857143,0.6263316582914573,0,0,968000.0
0,1,2,1,0.03,0.6007509386733417,0.7142857142857143,0.5051256281407035,0,0,968000.0
0,0,2,1,0.0,0.19524405506883605,0.3928571428571429,0.608140703517588,0,0,967000.0
0,1,0,0,0.135,0.1476846057571965,0.25,0.512462311557789,0,0,965000.0
0,1,0,0,0.125,0.11889862327909888,0.3214285714285714,0.5005025125628141,0,0,965000.0
0,1,0,0,0.015,0.08886107634543179,0.1428571428571429,0.5025125628140703,0,0,965000.0
0,0,2,1,0.0,0.4568210262828536,0.5357142857142857,0.6490452261306533,0,0,964000.0
1,1,0,1,0.2,0.4806007509386734,0.4642857142857143,0.6221105527638191,0,0,962000.0
0,1,2,1,0.0,0.44430538172715894,0.4999999999999999,0.6536683417085427,0,0,962000.0
1,1,2,1,0.0,0.4067584480600751,0.3928571428571429,0.7067336683417086,0,0,962000.0
0,0,1,0,0.215,0.3642052565707134,0.25,0.6801005025125628,0,0,962000.0
0,0,1,1,0.0,0.10888610763454318,0.2142857142857143,0.6375879396984925,0,0,962000.0
0,0,1,0,0.08,0.1414267834793492,0.1071428571428571,0.6150753768844222,0,0,962000.0
0,0,0,0,0.3,0.42428035043804757,0.5357142857142857,0.598894472361809,0,0,961000.0
0,0,2,0,0.055,0.40801001251564456,0.4642857142857143,0.6758793969849246,0,0,960000.0
0,1,0,1,0.005,0.15644555694618273,0.3214285714285714,0.5768844221105528,0,0,960000.0
0,1,0,0,0.065,0.0951188986232791,0.4285714285714285,0.5728643216080402,0,0,960000.0
0,1,0,1,0.05,0.18147684605757197,0.3928571428571429,0.5748743718592965,0,0,960000.0
0,1,1,0,0.015,0.25406758448060074,0.3928571428571429,0.5748743718592965,0,0,960000.0
1,1,2,1,0.0,0.10888610763454318,0.2142857142857143,0.6254271356783919,0,0,960000.0
1,1,1,0,0.075,0.23404255319148937,0.2857142857142857,0.6874371859296482,0,0,960000.0
1,1,0,1,0.135,0.21902377972465584,0.3214285714285714,0.6316582914572865,0,0,960000.0
1,1,2,1,0.0,0.1414267834793492,0.2142857142857143,0.6281407035175879,0,0,960000.0
0,0,1,1,0.0,0.24155193992490614,0.25,0.6640201005025126,0,0,959000.0
0,0,1,1,0.005,0.2765957446808511,0.3571428571428571,0.6508542713567839,0,0,959000.0
0,1,0,0,0.065,0.09887359198998749,0.25,0.5330653266331659,0,0,958000.0
0,1,0,0,0.01,0.2390488110137672,0.5357142857142857,0.5226130653266332,0,0,958000.0
1,1,0,0,0.065,0.20275344180225283,0.3928571428571429,0.5728643216080402,0,0,958000.0
0,1,0,0,0.02,0.11639549436795996,0.3214285714285714,0.4982914572864322,0,0,958000.0
1,1,1,0,0.09,0.08760951188986232,0.2142857142857143,0.6078391959798994,0,0,957000.0
1,1,1,1,0.05,0.44180225281602004,0.6428571428571429,0.6658291457286432,0,0,957000.0
1,1,0,1,0.02,0.27909887359199,0.4285714285714285,0.6506532663316583,0,0,957000.0
0,1,0,0,0.26,0.22528160200250313,0.3928571428571429,0.5241206030150753,0,0,956000.0
0,0,0,0,0.025,0.2403003754693367,0.2857142857142857,0.6295477386934674,0,0,955000.0
0,0,2,0,0.005,0.34167709637046306,0.3928571428571429,0.6803015075376885,0,0,955000.0
0,0,1,1,0.0,0.3254067584480601,0.3928571428571429,0.5823115577889447,0,0,951000.0
0,0,2,1,0.0,0.24780976220275344,0.4285714285714285,0.6511557788944724,0,0,950000.0
0,1,0,0,0.035,0.15143929912390489,0.3214285714285714,0.5047236180904523,0,0,949000.0
0,1,0,1,0.03,0.3041301627033792,0.4642857142857143,0.5738693467336683,0,0,948000.0
0,1,2,1,0.0,0.2765957446808511,0.4285714285714285,0.6733668341708543,0,0,948000.0
0,1,0,1,0.015,0.2528160200250313,0.4999999999999999,0.5728643216080402,0,0,948000.0
1,1,1,1,0.0,0.5106382978723404,0.6071428571428571,0.6194974874371859,0,0,947000.0
0,1,2,1,0.0,0.2202753441802253,0.2142857142857143,0.632462311557789,1,0,947000.0
1,1,0,1,0.1,0.15644555694618273,0.2857142857142857,0.6267336683417085,0,0,947000.0
1,1,2,0,0.0,0.19148936170212766,0.3928571428571429,0.6498492462311558,0,0,947000.0
0,1,1,1,0.0,0.24155193992490614,0.3571428571428571,0.6560804020100502,0,0,947000.0
1,1,1,1,0.0,0.30663329161451813,0.3571428571428571,0.5974874371859297,0,0,947000.0
1,1,2,1,0.0,0.16145181476846057,0.3214285714285714,0.6807035175879397,0,0,947000.0
1,1,0,0,0.23,0.4005006257822278,0.4999999999999999,0.6826130653266331,0,0,947000.0
1,1,2,1,0.015,0.3354192740926158,0.3928571428571429,0.6884422110552764,0,0,947000.0
0,0,0,0,0.0,0.2878598247809762,0.3214285714285714,0.5903517587939698,0,0,947000.0
0,0,1,0,0.01,0.34292866082603257,0.4285714285714285,0.6741708542713568,0,0,946000.0
0,0,1,0,0.14,0.4205256570713392,0.5357142857142857,0.6507537688442211,0,0,945000.0
1,1,2,1,0.0,0.19524405506883605,0.2857142857142857,0.6682412060301507,0,0,944000.0
0,0,2,1,0.0,0.21902377972465584,0.2857142857142857,0.6504522613065327,0,0,944000.0
0,0,1,0,0.015,0.3667083854818523,0.4642857142857143,0.49859296482412063,0,0,941000.0
0,0,1,1,0.11,0.2390488110137672,0.4999999999999999,0.630251256281407,0,0,941000.0
0,1,1,0,0.095,0.4956195244055069,0.5714285714285715,0.4709547738693467,0,0,941000.0
0,1,0,1,0.125,0.3316645807259074,0.4285714285714285,0.6198994974874372,0,0,940000.0
1,1,0,1,0.07,0.12891113892365458,0.2857142857142857,0.647035175879397,0,0,940000.0
0,1,1,1,0.13,0.29411764705882354,0.4285714285714285,0.5778894472361809,0,0,940000.0
0,1,1,0,0.005,0.2753441802252816,0.4999999999999999,0.5488442211055277,0,0,939000.0
0,1,0,0,0.02,0.29662077596996245,0.4285714285714285,0.5477386934673367,0,0,939000.0
0,1,1,0,0.015,0.311639549436796,0.4999999999999999,0.5493467336683417,0,0,939000.0
0,1,0,0,0.015,0.12640801001251564,0.1785714285714286,0.5288442211055276,0,0,939000.0
0,1,0,0,0.26,0.2878598247809762,0.7142857142857143,0.5206030150753769,0,0,939000.0
0,1,0,0,0.005,0.11764705882352941,0.2142857142857143,0.5285427135678392,0,0,939000.0
0,0,0,1,0.155,0.30287859824780977,0.4285714285714285,0.5644221105527638,0,0,937000.0
0,0,2,1,0.0,0.42177722152690866,0.5714285714285715,0.618391959798995,0,0,937000.0
0,0,1,1,0.115,0.3717146433041302,0.3928571428571429,0.6404020100502512,0,0,937000.0
0,1,2,1,0.0,0.36795994993742176,0.6071428571428571,0.6733668341708543,1,0,937000.0
1,1,0,1,0.0,0.03879849812265332,0.1428571428571429,0.5979899497487438,0,0,936000.0
1,1,1,1,0.155,0.21151439299123906,0.3214285714285714,0.6493467336683417,0,0,936000.0
1,1,2,1,0.0,0.29161451814768463,0.3571428571428571,0.6080402010050251,0,0,936000.0
0,0,1,0,0.195,0.37546933667083854,0.4642857142857143,0.6736683417085427,0,0,935000.0
0,0,1,0,0.065,0.20400500625782228,0.25,0.6739698492462312,0,0,935000.0
0,0,2,1,0.0,0.4005006257822278,0.5714285714285715,0.6375879396984925,0,0,935000.0
1,1,2,1,0.0,0.3166458072590739,0.4642857142857143,0.6783919597989949,0,0,935000.0
1,1,2,1,0.0,0.3254067584480601,0.3928571428571429,0.677286432160804,0,0,935000.0
1,1,2,1,0.005,0.21401752190237797,0.3214285714285714,0.6891457286432161,0,0,935000.0
0,0,0,0,0.07,0.655819774718398,0.5714285714285715,0.6093467336683417,0,0,933000.0
0,0,0,1,0.015,0.13141426783479349,0.1428571428571429,0.5589949748743719,0,0,933000.0
0,0,0,0,0.315,0.4305381727158949,0.4642857142857143,0.598391959798995,0,0,933000.0
0,0,2,1,0.0,0.44806007509386736,0.5357142857142857,0.6226130653266332,0,0,933000.0
0,1,0,0,0.005,0.10763454317897372,0.25,0.4964824120603015,0,0,932000.0
0,1,0,0,0.015,0.11013767209011265,0.2857142857142857,0.4785929648241206,0,0,932000.0
0,1,0,0,0.015,0.10888610763454318,0.3571428571428571,0.4723618090452261,0,0,932000.0
0,0,0,0,0.05,0.2428035043804756,0.4999999999999999,0.6044221105527638,0,0,931000.0
0,1,2,1,0.0,0.29662077596996245,0.4285714285714285,0.5537688442211055,0,0,931000.0
1,1,2,1,0.0,0.08260325406758448,0.1428571428571429,0.6468341708542713,0,0,930000.0
1,1,0,1,0.03,0.30663329161451813,0.4285714285714285,0.6239195979899498,0,0,930000.0
1,1,2,1,0.0,0.45431789737171463,0.8928571428571429,0.540502512562814,0,0,930000.0
1,1,2,1,0.0,0.4655819774718398,0.4285714285714285,0.6370854271356784,0,0,930000.0
1,1,2,1,0.0,0.08135168961201503,0.2142857142857143,0.5810050251256281,0,0,930000.0
0,0,2,1,0.0,0.4192740926157697,0.4999999999999999,0.6281407035175879,0,0,930000.0
1,1,2,1,0.0,0.1051314142678348,0.2142857142857143,0.6160804020100502,0,0,930000.0
1,1,2,1,0.0,0.057571964956195244,0.1785714285714286,0.6297487437185929,0,0,930000.0
1,1,0,1,0.08,0.30663329161451813,0.4642857142857143,0.6231155778894473,0,0,930000.0
0,1,1,1,0.035,0.2165206508135169,0.2857142857142857,0.6070351758793969,0,0,930000.0
0,1,2,1,0.0,0.17897371714643304,0.2857142857142857,0.5914572864321608,0,0,930000.0
1,1,2,1,0.0,0.04630788485607009,0.1071428571428571,0.6195979899497487,0,0,930000.0
1,1,2,1,0.0,0.27409261576971217,0.4285714285714285,0.604824120603015,0,0,930000.0
1,1,2,1,0.0,0.3804755944931164,0.4999999999999999,0.6432160804020101,0,0,930000.0
1,1,0,1,0.045,0.09136420525657071,0.1428571428571429,0.6936683417085427,1,0,930000.0
1,1,2,1,0.0,0.4530663329161452,0.5714285714285715,0.6289447236180904,0,0,930000.0
1,1,2,1,0.0,0.2640801001251564,0.5357142857142857,0.6030150753768844,0,0,930000.0
1,1,2,1,0.0,0.3667083854818523,0.4999999999999999,0.6591959798994975,0,0,930000.0
1,1,2,1,0.0,0.13892365456821026,0.1071428571428571,0.6374874371859296,0,0,929000.0
0,0,1,0,0.065,0.17647058823529413,0.2142857142857143,0.6901507537688442,0,0,927000.0
0,0,0,0,0.155,0.3016270337922403,0.3571428571428571,0.6510552763819095,0,0,927000.0
0,1,2,1,0.0,0.20650813516896122,0.3571428571428571,0.5558793969849246,0,0,925000.0
0,1,2,1,0.0,0.3591989987484355,0.4285714285714285,0.6257286432160803,0,0,925000.0
0,1,2,1,0.0,0.05506883604505632,0.1071428571428571,0.5776884422110553,1,0,925000.0
0,1,2,1,0.0,0.5569461827284106,0.5714285714285715,0.5226130653266332,0,0,925000.0
0,1,0,1,0.085,0.3216520650813517,0.4642857142857143,0.6062311557788944,0,0,925000.0
